anPlaceId,frame,i,id,imageId,normalEstimated,j,locationEstimated,name,notes,owner,priority,rmc,site,pos,rsvpId,sol,u,v,w,writeProtected,x,y,z,version,anProcStatus,hasProductMatches,areProductMatchesUpToDate,anLocatorImageId
71850,LOCAL_LEVEL,627.8479614,6c2e121f-7fd4-4f61-9102-f115361d81c2,NLA_408594521RAS_F0051398NCAM05134M_,1,466.155426,1,New Target,,bridges,,"5, 1398",5,1398,,126,0.177668739,0.410039658,-0.894595597,0,-0.634688086,-5.302731298,-0.763950265,0,NULL,NULL,NULL,NULL
71862,LOCAL_LEVEL,160.1712952,6faa458d-f5a1-4144-a9c5-24dedcda994e,NLA_408775038RAS_F0051576NCAM05703M_,1,295.9841614,1,New Target,,dlblaney,,"5, 1576",5,1576,,130,-0.120925756,0.160524474,-0.979596293,0,7.92832659,-1.113382422,-1.114568203,0,NULL,NULL,NULL,NULL
72037,LOCAL_LEVEL,649.4226766,5f58564a-80de-490e-9360-732b06a356b4,NLA_411614614RAS_F0051986NCAM00346M_,1,87.42449791,1,New Target,,pvmeslin,,"5, 1986",5,1986,,160,0,0,-1,0,-3.652019856,-2.601359058,-4.81E-08,0,NULL,NULL,NULL,NULL
72039,LOCAL_LEVEL,52.19411157,b1f073ce-2b4c-45ac-9603-2cd179d0e62e,NLA_411614898RAS_F0051986NCAM00355M_,1,585.436436,1,New Target,,dharker,,"5, 1986",5,1986,,160,0,0,-1,0,-1.011081041,-3.310709528,-3.33E-08,0,NULL,NULL,NULL,NULL
72045,LOCAL_LEVEL,529.9377486,b45efed0-42ae-4b7f-b82f-6e00d410b588,NLA_411701878RAS_F0051986NCAM00207M_,1,459.900336,1,New Target,,dlblaney,,"5, 1986",5,1986,,161,0,0,-1,0,-3.780207746,-1.820896807,-0.000518958,0,NULL,NULL,NULL,NULL
72046,LOCAL_LEVEL,704.1501465,db9724bd-136e-4ea6-95b7-2370060fc308,NLA_411604686RAS_F0051954NCAM00207M_,1,274.9275513,1,Ungava_ChemCam,,dlblaney,,"5, 1954",5,1954,,161,0.125178222,0.424598148,-0.896686573,0,-2.196856105,-0.982095083,-0.520846977,0,NULL,1,1,NULL
72060,LOCAL_LEVEL,538.3751922,af3c524f-00de-4094-b57e-88adde65fee6,NLA_411614898RAS_F0051986NCAM00355M_,1,81.55884585,1,mcam_vantage_point_starting_target,,krezoski,,"5, 1986",5,1986,,162,-0.091373404,0.094331377,-0.991338731,0,0.672537646,-4.997310547,-0.388786706,0,NULL,1,1,NULL
72070,LOCAL_LEVEL,344.8624573,e054385a-9709-491a-b1bf-abd247503fba,NLA_411960979RAS_F0052200NCAM00359M_,1,649.2770996,1,New Target,,stack,,"5, 2200",5,2200,,164,-0.124591707,0.021788295,-0.991968827,0,0.386197861,-2.352772648,-0.303779104,0,NULL,NULL,NULL,NULL
72263,LOCAL_LEVEL,756.6607056,b905efb9-6fc4-4198-b0d3-de8520bfdec8,NLA_412507414RAS_F0060000NCAM05794M_,1,787.6842651,1,Test,,ledgar,,"6, 0",6,0,,217,0,0,0,0,-20.73680847,-12.30631724,-2.45506487,0,NULL,1,1,NLA_412507414RADLF0060000NCAM05794M1
72264,LOCAL_LEVEL,438.9000148,efa59e0b-50e4-4a9d-b122-85a24431e3af,NLA_412507414RAS_F0060000NCAM05794M_,1,788.9515125,1,Test2,,ledgar,,"6, 0",6,0,,217,0,0,-1,0,-15.24934932,-4.554214974,-2.181572701,0,NULL,1,1,NLA_412507414RADLF0060000NCAM05794M1
72866,LOCAL_LEVEL,20.06767105,5217dc60-3228-43ab-a32d-a13731dfe577,NLB_417301104RAS_F0060000NCAM05794M_,1,736.099122,1,New Target,,mfisk,,"6, 0",6,0,,226,0,0,-1,0,-2.258093542,0.476316818,-0.004575962,0,NULL,NULL,NULL,NULL
73308,LOCAL_LEVEL,384.1795875,c0e06af9-28d8-4286-81e9-f9181490a4b8,NLA_412231174RAS_F0052270NCAM00207M_,1,357.9685591,1,New Target,,ledgar,,"5, 2270",5,2270,,249,0,0,-1,0,-2.622089502,-0.479175144,0.002824578,0,NULL,NULL,NULL,NULL
73310,LOCAL_LEVEL,83.15644874,bae30347-b99b-49ea-ba78-f2bad2e62dad,NLB_417301188RAS_F0060000NCAM07754M_,1,445.3698191,1,Narrows 3 CCAM,Starting point of 5x1 for observations of layers in hole.  Fisk and Newsom.  ,mfisk,,"6, 0",6,0,,262,0,0,-1,0,-1.352783395,-2.766752651,0.000945262,0,NULL,1,1,NULL
73353,LOCAL_LEVEL,564.6634165,c19ec08f-ea10-47f3-873b-1278d4ede0e5,NLB_421902459RAS_F0060082NCAM00207M_,1,523.5905719,1,New Target,,pvmeslin,,"6, 82",6,82,,277,0,0,-1,0,-2.309384457,-1.12487104,-0.000696205,0,NULL,NULL,NULL,NULL
73446,LOCAL_LEVEL,548.0193481,79d8f579-1038-44af-a65a-8afd71f398bb,NLB_424307831RAS_F0060450NCAM00380M_,1,774.8322144,1,Temp 2 chemCam candidate,,hnewsom,,"6, 450",6,450,,304,0.139765306,-0.001715907,-0.990183185,0,-0.327568366,-4.202502513,-0.142755344,0,NULL,1,1,NULL
73528,LOCAL_LEVEL,52.52666354,825e308e-98bb-4383-a8da-3c34b59420a2,NLB_425281958RAS_F0060704NCAM00350M_,1,916.1848328,1,New Target,,leveille,,"6, 704",6,704,,316,0,0,-1,0,-1.813679135,0.020695477,-3.83E-08,0,NULL,NULL,NULL,NULL
73651,,NULL,a36356dc-fb4f-44f0-b9e0-9881511127dc,,0,NULL,0,Mont_Wright_M100_Mosaic,Color (R0) mosaic of potential fresh impact crater and  ejecta blanket.,fcalef,,,0,0,,338,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,0,1,NULL
73661,LOCAL_LEVEL,764.1355884,3275ef02-5bec-47bf-a12d-d28835a7200a,NLB_427419309RAS_F0080494NCAM00252M_,1,185.6026878,1,New Target,,smouelic,,"8, 494",8,494,,339,0,0,-1,0,-13.4412811,5.704378612,-1.62347942,0,NULL,NULL,NULL,NULL
73736,LOCAL_LEVEL,157.2105865,53fb50e8-6aa4-4be8-86b7-2bf121cd2995,NLB_428654080RAS_D0110302NCAM00345M_,1,285.1710205,1,N2050,ChemCam target for vertical line at 2.56 m from ccam.  Vertical exposure of clastic bedrock.  HN,hnewsom,,"11, 302",11,302,,352,0.019833922,0.052682946,-0.998414311,0,-0.745391783,-2.610816389,-0.063308028,0,NULL,1,1,NULL
73775,LOCAL_LEVEL,172.9040054,cad6ac0e-261d-48e8-9c2c-69f95fc5f4a6,NLB_429283753RAS_F0120000NCAM00364M_,1,300.9436917,1,New Target,,vsautter,,"12, 0",12,0,,359,0,0,-1,0,-2.63689614,0.57396047,4.35E-08,0,NULL,NULL,NULL,NULL
73776,LOCAL_LEVEL,172.9040054,d436de32-ae7a-4344-9f65-2b17b0e89951,NLB_429283753RAS_F0120000NCAM00364M_,1,300.9436917,1,New Target,,vsautter,,"12, 0",12,0,,359,0,0,-1,0,-2.63689614,0.57396047,4.35E-08,0,NULL,NULL,NULL,NULL
73777,LOCAL_LEVEL,83.1526962,44e26ea2-6191-4455-91b4-66961a786634,NLB_429283785RAS_F0120000NCAM00364M_,1,524.5845502,1,New Target,,mminitti,,"12, 0",12,0,,359,0,0,-1,0,-2.488946571,-0.303374672,-4.13E-09,0,NULL,NULL,NULL,NULL
73781,LOCAL_LEVEL,320.0713504,6d4d9e9a-229b-4ac1-b70b-975098726651,NLB_429283785RAS_F0120000NCAM00364M_,1,999.7090825,1,New Target,,mminitti,,"12, 0",12,0,,360,0,0,-1,0,-1.416887193,-0.502465051,-8.24E-09,0,NULL,NULL,NULL,NULL
73782,LOCAL_LEVEL,579.1389646,331766e8-5cfd-4cfe-8d2c-ca36e3f3e041,NLB_429283753RAS_F0120000NCAM00364M_,1,902.626703,1,New Target,,mminitti,,"12, 0",12,0,,360,0,0,-1,0,-1.402667703,-0.517030857,1.96E-08,0,NULL,NULL,NULL,NULL
73858,LOCAL_LEVEL,124.1114193,5229a8d5-cc65-4482-ba31-673a9cabd9d2,NLB_430438930RAS_F0130974NCAM00354M_,1,70.76372422,1,New Target,,nmangold,,"13, 974",13,974,,373,0,0,-1,0,-0.136173162,-6.443757514,1.32E-07,0,NULL,NULL,NULL,NULL
75789,LOCAL_LEVEL,89.78846845,868b71b7-6746-4249-80ed-045578a1571e,NLA_401936922RAS_F0042956NCAM00435M_,1,174.665368,1,New Target,,bridges,,"4, 2956",4,2956,,404,0.683833201,-0.480971148,0.548670122,0,-12.31312845,15.92039101,-0.91912608,0,NULL,NULL,NULL,NULL
75821,LOCAL_LEVEL,481.7897091,1a77df18-3111-4fc4-a23c-c62f1fdee28d,NLB_434163825RAS_F0180422NCAM00294M_,1,811.6976695,1,New Target,,pvmeslin,,"18, 422",18,422,,414,0.275386849,0.036496667,-0.960640428,0,-1.199649969,-3.374530431,-0.152554343,0,NULL,NULL,NULL,NULL
75997,LOCAL_LEVEL,396.4364436,5adb4047-6874-4518-85ca-b58cbf51f9cc,NLB_439401481RAS_F0240192NCAM00238M_,1,82.49234251,1,HR3,Hematite Ridge area,jeffreyr,,"24, 192",24,192,,474,0,0,-1,0,-14.43941767,-5.314800662,-2.647934126,0,NULL,1,1,NULL
76021,LOCAL_LEVEL,200.6841386,0e1dab3b-bae1-40b3-9aa5-0ebef8224e70,NLB_439844426RAS_F0240366NCAM00353M_,1,532.0215856,1,New Target,,mschmidt,,"24, 366",24,366,,479,0,0,-1,0,-2.487246724,-0.164496227,0.001120772,0,NULL,NULL,NULL,NULL
76022,LOCAL_LEVEL,200.6841386,19d3ba33-91c5-4c96-9990-eab35a8b7190,NLB_439844426RAS_F0240366NCAM00353M_,1,532.0215856,1,New Target,,mschmidt,,"24, 366",24,366,,479,0,0,-1,0,-2.487246724,-0.164496227,0.001120772,0,NULL,NULL,NULL,NULL
76024,LOCAL_LEVEL,203.1364478,76e3e432-a8e4-4888-a4cc-eef949d2968c,NLB_439844426RAS_F0240366NCAM00353M_,1,529.6337778,1,New Target,,mschmidt,,"24, 366",24,366,,479,0,0,-1,0,-2.492556563,-0.169821815,0.001124166,0,NULL,NULL,NULL,NULL
76025,LOCAL_LEVEL,208.2434904,d77aabac-ea43-415b-b09b-4b0bcfee1096,NLB_439844426RAS_F0240366NCAM00353M_,1,531.1633964,1,New Target,,mschmidt,,"24, 366",24,366,,479,0,0,-1,0,-2.485602973,-0.179942488,0.001123539,0,NULL,NULL,NULL,NULL
76026,LOCAL_LEVEL,201.476004,8f996c60-d731-46b4-9fdb-dab8bd01f2fb,NLB_439844426RAS_F0240366NCAM00353M_,1,532.0755615,1,New Target,,mschmidt,,"24, 366",24,366,,479,0,0,-1,0,-2.486676693,-0.16609274,0.001120724,0,NULL,NULL,NULL,NULL
76171,,NULL,73bff243-fde8-42e7-a0ed-d86b7d83110c,,0,NULL,0,Diagonal ROI for potential RMI mosaic,,bridges,,,0,0,,527,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,0,1,NULL
76173,LOCAL_LEVEL,630.8663698,65845859-08e0-4bec-ad27-42b79d98362f,NLB_444195923RAS_F0251638NCAM00299M_,1,212.466367,1,New Target,,dlblaney,,"25, 1638",25,1638,,527,0,0,-1,0,11.54839614,-10.76214662,-0.942858261,0,NULL,NULL,NULL,NULL
76176,LOCAL_LEVEL,638.0309872,18f71791-accc-4d79-92b5-0a13e42f1763,NLB_444195923RAS_F0251638NCAM00299M_,1,192.8166424,1,New Target,,hnewsom,,"25, 1638",25,1638,,527,0,0,-1,0,11.61172521,-10.70258861,-1.165650565,0,NULL,NULL,NULL,NULL
76207,LOCAL_LEVEL,401.6899414,bb338394-77f8-40ef-a684-54d611a18377,NLB_444990915RAS_F0260366NCAM00354M_,1,733.0876465,1,N53601,Possible CS target? Vein/raised ridge?,lmthomps,,"26, 366",26,366,,536,0.197552815,-0.132183853,-0.971339419,0,0.891342651,-2.079711862,0.297849399,0,NULL,1,1,NULL
76208,LOCAL_LEVEL,339.9279785,ab1f949e-2639-4617-8d30-970d3ad6c2bf,NLB_444990915RAS_F0260366NCAM00354M_,1,767.996582,1,N53602,Possible CS target? Interesting textured rock associated with vein?,lmthomps,,"26, 366",26,366,,536,-0.156107537,-0.382081728,-0.910847963,0,0.770495458,-2.077904016,0.280329874,0,NULL,1,1,NULL
76209,LOCAL_LEVEL,396.3617249,2deb35b3-a2fc-40a6-a62c-9d831f3b9293,NLB_444990707RAS_F0260366NCAM00346M_,1,445.1546936,1,N53603,Vein target,lmthomps,,"26, 366",26,366,,536,0.180777081,-0.093684259,-0.979052036,0,-0.501460437,-2.254099633,0.164523419,0,NULL,1,1,NULL
76210,LOCAL_LEVEL,765.3916245,a05cfd9c-e0f0-44f0-81d3-da4072266a93,NLB_444990707RAS_F0260366NCAM00346M_,1,653.0830022,1,N53604,Marty's target,mminitti,,"26, 366",26,366,,536,0.246624606,-0.220478083,-0.94369787,0,0.337353132,-2.005536744,0.257901035,0,NULL,1,1,NULL
76211,LOCAL_LEVEL,420.8589478,3e8580ec-4697-486a-a48a-0bf8303333b0,NLB_444990707RAS_F0260366NCAM00346M_,1,448.2210083,1,N53605,"Hey Lucy - how about here? Get on and off the vein, perhaps? Michelle - thought about there, but thought it might be a little dusty and the vein thinner?",lmthomps,,"26, 366",26,366,,536,0.185960211,-0.123702563,-0.974739159,0,-0.451716602,-2.265238554,0.175903793,0,NULL,1,1,NULL
76212,LOCAL_LEVEL,240.7739868,83f526c6-ace9-440d-a1ae-ceabb719e51a,NLB_444990915RAS_F0260366NCAM00354M_,1,208.2635651,1,N53606,ChemCam all along this vein!,mminitti,,"26, 366",26,366,,536,-0.155737339,-0.069376147,-0.985359231,0,1.275330166,-3.692569709,0.438635255,0,NULL,1,1,NULL
76213,LOCAL_LEVEL,678.2559441,579a2849-d938-40e5-b1ce-a626fdf22497,NLB_444990915RAS_F0260366NCAM00354M_,1,234.8755245,1,N53607,ChemCam and RMI on cap rock sample!,mminitti,,"26, 366",26,366,,536,-0.219046914,-0.095468832,-0.971032492,0,1.868269627,-2.578738782,0.088633159,0,NULL,1,1,NULL
76214,LOCAL_LEVEL,651.904541,a44f0d79-bb33-430e-9692-76ba2b001cb6,NLB_444990707RAS_F0260366NCAM00346M_,1,474.0472717,1,N53608,"a bit dusty, but could be interesting texturally looking at the beds edge on.",mminitti,,"26, 366",26,366,,536,0.506749672,0.135109356,-0.851440085,0,0.0233872,-2.341490043,0.234900535,0,NULL,1,1,NULL
76261,LOCAL_LEVEL,953.7144536,314c6fb2-8e3c-46fa-a2f8-16365ce82c84,ML__445616289EDR_S0261274MCAM02158M_,1,1075.910693,1,New Target,,RFrancis,,"26, 1274",26,1274,,544,0,0,-1,0,-0.60230293,-3.784632882,5.02E-08,0,NULL,NULL,NULL,NULL
76264,LOCAL_LEVEL,453.8106284,c1643b59-a206-4b5b-ab58-62832cf4d4b2,NLB_445616004RAS_F0261274NCAM00266M_,1,894.2340486,1,New Target,,pvmeslin,,"26, 1274",26,1274,,544,-0.062018319,0.008054657,-0.998042526,0,-0.681361942,-4.063562614,0.133329465,0,NULL,NULL,NULL,NULL
76601,LOCAL_LEVEL,377.7946108,34d17b98-df16-4718-a8b5-73bd5ddc33ef,NLB_451649404RAS_F0311330NCAM12813M_,1,1011.926656,1,New Target,,pvmeslin,,"31, 1330",31,1330,,618,0,0,-1,0,11.19604076,-8.207456881,-0.038968579,0,NULL,NULL,NULL,NULL
76684,,NULL,c5cd8ff2-fee9-4be8-a6a0-ac452fcb3133,,0,NULL,0,Nearby_Outcrop,,fcalef,,,0,0,,635,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,0,1,NULL
76704,LOCAL_LEVEL,126.3782231,a7686ef5-3e4b-4bfe-b71e-b7986fd022b1,FLB_454044730RASLF0330000FHAZ00302M_,1,297.3764604,1,F64003,,jbeek,,"33, 0",33,0,,638,0,0,0,0,-12.3063628,-2.685556876,1.001834171,0,NULL,1,1,NULL
76705,LOCAL_LEVEL,124.4359283,e50a2101-3953-4b13-9223-27807a29715a,FLB_454044730RASLF0330000FHAZ00302M_,1,262.5138245,1,F64004,,jbeek,,"33, 0",33,0,,638,0,0,0,0,-39.75450601,-8.52577375,2.938128054,0,NULL,1,1,NULL
76708,LOCAL_LEVEL,666.7833981,78533aa0-0b7d-46a4-baf8-708d0355b594,NLB_454052433RAS_F0330000NCAM00288M_,1,397.9118021,1,New Target,,jbeek,,"33, 0",33,0,,639,0,0,0,0,-11.26580108,-9.053692865,0.800605389,0,NULL,NULL,NULL,NULL
76966,LOCAL_LEVEL,440.1879216,d2d81edc-3f11-4715-83ad-cdd11401465a,NLB_458129972RAS_F0381266NCAM00290M_,1,472.7769517,1,New Target,,stack,,"38, 1266",38,1266,,686,0,0,-1,0,-2.077668424,-7.6703345,6.14E-08,0,NULL,NULL,NULL,NULL
76967,LOCAL_LEVEL,427.6657524,9523fabd-44ac-4556-ba59-aa56c3d28a43,NLB_458129972RAS_F0381266NCAM00290M_,1,503.2600386,1,New Target,,stack,,"38, 1266",38,1266,,686,-0.05197861,0.192889343,-0.979842831,0,-2.154713814,-7.681581491,0.188269956,0,NULL,NULL,NULL,NULL
77078,LOCAL_LEVEL,561.9923747,75fcf470-a3f8-462f-bb7e-1167d7f623bd,NLB_460085368RAS_F0400000NCAM00350M_,1,38.52557855,1,New Target,,smouelic,,"40, 0",40,0,,707,0,0,-1,0,-7.814987585,1.030133772,-1.31E-07,0,NULL,NULL,NULL,NULL
77161,LOCAL_LEVEL,653.4394294,12a70d76-45cb-4340-96e3-43b800274670,NLB_461418173RAS_F0401378NCAM00268M_,1,88.64126766,1,tmp502,,Gasnault,,"40, 1378",40,1378,,725,0,0,-1,0,-12.25243678,-10.12182945,-2.22216036,0,NULL,1,1,NULL
77275,,NULL,15951ef9-d597-4fcc-ba0d-09865d95b0ef,,0,NULL,0,TEst,,rmwillia,,,0,0,,744,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,0,1,NULL
77289,,NULL,7462fd10-cd76-4cc3-a693-3198e6d06a69,,0,NULL,0,N74609 - North Jubilee 2,Additional vertical outcrop with bedding.,fcalef,,,0,0,,746,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,0,1,NULL
77322,LOCAL_LEVEL,209.8611997,b018ff12-e3a3-465d-89f1-d9c4985c6acc,NLB_464175167RAS_F0420852NCAM00350M_,1,689.4307101,1,New Target,,lewin,,"42, 852",42,852,,753,0,0,-1,0,-1.964896964,-1.30240075,1.06E-08,0,NULL,NULL,NULL,NULL
77326,LOCAL_LEVEL,408.1502686,30ab8ea3-f8e3-4443-b89e-6743e6b25fdf,NLB_464175085RAS_F0420852NCAM00350M_,1,391.0271606,1,tmp7,,Gasnault,,"42, 852",42,852,,753,0.166063445,-0.070961257,-0.983558575,0,-3.26542773,0.816116293,-0.29475347,0,NULL,1,1,NULL
77357,LOCAL_LEVEL,511.1243356,159986a2-3623-49b1-b4ac-7682aa3ed06d,NLB_465135617RASLF0421020NCAM00353M_,1,483.5596279,1,N76501,,jbeek,,"42, 1020",42,1020,,765,0.159208113,0.110180772,-0.981077428,0,-1.934252286,0.957590397,-0.111724454,0,NULL,1,1,NULL
77439,LOCAL_LEVEL,377.7641602,38e53988-e399-4bad-8893-84edea6ceb8c,FLB_466740200RASLF0430216FHAZ00302M_,1,425.0404663,1,Confidence_Hills_postsieve_dump,,jaberger,,"43, 216",43,216,,781,-0.123603346,0.017697827,-0.992173857,0,0.171210502,2.700536417,-0.186942546,0,NULL,1,1,NULL
77626,LOCAL_LEVEL,545.2373161,ea0b25e4-7f49-4a46-886c-5f0d5e10338e,NLB_470029576RAS_F0441828NCAM00354M_,1,242.2679866,1,Lucie,,pvmeslin,,"44, 1828",44,1828,,820,0.346568127,-0.063877038,-0.935847365,0,-3.004569045,-1.631568581,-0.833532372,0,NULL,1,1,NULL
77751,LOCAL_LEVEL,668.9434936,50297a85-8844-4e76-b445-f4ee01dadbff,NLB_474203017RASLF0450000NCAM00353M_,1,394.8434199,1,Mojave_approx,approximate location of Mojave DRT area,jbeek,,"45, 0",45,0,,867,0.148614495,0.043284538,-0.987947468,0,-0.991556243,2.256441251,-0.192023672,0,NULL,1,1,NULL
77770,LOCAL_LEVEL,189.389295,40bbc0d2-bd82-4b2e-b04b-f610ba94c685,NLB_474204176EDR_F0450000NCAM00354M_,1,515.2805252,1,New Target,,sullivar,,"45, 0",45,0,,871,0,0,-1,0,-2.016495705,-1.470037341,-0.000772381,0,NULL,NULL,NULL,NULL
77771,LOCAL_LEVEL,189.389295,c25946f4-0122-4bce-a9e3-71533c7ae770,NLB_474204176EDR_F0450000NCAM00354M_,1,515.2805252,1,New Target,,sullivar,,"45, 0",45,0,,871,0,0,-1,0,-2.016495705,-1.470037341,-0.000772381,0,NULL,NULL,NULL,NULL
77772,LOCAL_LEVEL,189.389295,66883d93-623e-4b48-86fb-e231ace4a213,NLB_474204176EDR_F0450000NCAM00354M_,1,515.2805252,1,New Target,,sullivar,,"45, 0",45,0,,871,0,0,-1,0,-2.016495705,-1.470037341,-0.000772381,0,NULL,NULL,NULL,NULL
77773,LOCAL_LEVEL,189.389295,816da2ed-0e80-47ce-b497-b2b3474c4bc9,NLB_474204176EDR_F0450000NCAM00354M_,1,515.2805252,1,New Target,,sullivar,,"45, 0",45,0,,871,0,0,-1,0,-2.016495705,-1.470037341,-0.000772381,0,NULL,NULL,NULL,NULL
77861,LOCAL_LEVEL,628.2166138,c61ce110-a93a-497a-bd4a-59004ac88ad6,NLB_477481517RAS_F0450366NCAM00270M_,1,425.2494507,1,New Target,,mfisk,,"45, 366",45,366,,903,-0.068105377,0.776703494,-0.626173562,0,1.240697462,-6.444712602,-0.581289681,0,NULL,NULL,NULL,NULL
100373,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000000,,1,0,1,FID_MOBILITY_RF,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100374,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000002,,1,0,1,FID_MOBILITY_RDIFF,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100375,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000004,,1,0,1,BOGIE_R,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100376,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000006,,1,0,1,FID_RESTRAINT_STARBOARD,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100377,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000008,,1,0,1,TOOL,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100378,LOCAL_LEVEL,0,00000000-0000-0000-0000-00000000000a,,1,0,1,FID_TURRET_SIDE_LF,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100379,LOCAL_LEVEL,0,00000000-0000-0000-0000-00000000000c,,1,0,1,MCAML_MOUNT,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100380,LOCAL_LEVEL,0,00000000-0000-0000-0000-00000000000e,,1,0,1,BOGIE_L,,,,"1, 0",1,0,,0,NULL,NULL,NULL,1,NULL,NULL,NULL,0,1,0,1,NULL
100381,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000010,,1,0,1,FID_ARM_ACT_TURRET,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100382,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000012,,1,0,1,FID_TURRET_SIDE_LR,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100383,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000014,,1,0,1,DRT,,,,"1, 0",1,0,,0,NULL,NULL,NULL,1,NULL,NULL,NULL,0,1,0,1,NULL
100384,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000016,,1,0,1,TRAY_ENG,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100385,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000018,,1,0,1,FID_MOBILITY_RR,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100386,LOCAL_LEVEL,0,00000000-0000-0000-0000-00000000001a,,1,0,1,NCAMR_SUNID,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100387,LOCAL_LEVEL,0,00000000-0000-0000-0000-00000000001c,,1,0,1,APXS,,,,"1, 0",1,0,,0,NULL,NULL,NULL,1,NULL,NULL,NULL,0,1,0,1,NULL
100388,LOCAL_LEVEL,0,00000000-0000-0000-0000-00000000001e,,1,0,1,FID_RESTRAINT_PORT,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100389,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000020,,1,0,1,FID_DRILL_BOTTOM_LF,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100390,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000022,,1,0,1,RAD,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100392,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000026,,1,0,1,NAV_VTT,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100398,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000032,,1,0,1,HGA_BORESIGHT,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100402,LOCAL_LEVEL,0,00000000-0000-0000-0000-00000000003a,,1,0,1,NCAMR_MOUNT,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100403,LOCAL_LEVEL,0,00000000-0000-0000-0000-00000000003c,,1,0,1,MCAMR,,,,"1, 0",1,0,,0,NULL,NULL,NULL,1,NULL,NULL,NULL,0,1,0,1,NULL
100405,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000040,,1,0,1,FID_TURRET_BOTTOM_RR,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100406,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000042,,1,0,1,NCAML,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100407,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000044,,1,0,1,ARM_BASE,,,,"1, 0",1,0,,0,NULL,NULL,NULL,1,NULL,NULL,NULL,0,1,0,1,NULL
100408,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000046,,1,0,1,FID_ARM_LOWER_1,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
100409,LOCAL_LEVEL,0,00000000-0000-0000-0000-000000000048,,1,0,1,FID_ARM_LOWER_2,,,,"1, 0",1,0,,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,1,0,1,NULL
